100 100 23 0.5
0	0	1	0	6	5	7	15	18	9	10	11	7	3	4	2	0	0	2	0	0	0	0
0	0	0	0	8	6	10	11	15	13	11	10	5	6	3	0	1	1	0	0	0	0	0
0	0	1	0	5	8	4	15	15	13	11	14	6	3	3	2	0	0	0	0	0	0	0
0	1	1	1	4	6	13	13	10	11	15	9	7	5	1	1	1	1	0	0	0	0	0
0	1	1	0	4	8	5	18	18	16	5	9	6	2	4	1	0	2	0	0	0	0	0
0	0	0	3	8	10	11	14	13	9	8	8	9	4	2	1	0	0	0	0	0	0	0
0	0	0	4	2	10	5	10	14	18	13	7	8	2	4	2	0	1	0	0	0	0	0
0	1	0	1	9	7	13	18	14	11	7	12	3	1	3	0	0	0	0	0	0	0	0
0	0	0	1	5	6	11	10	24	12	8	9	3	8	2	0	0	1	0	0	0	0	0
0	2	1	1	2	9	10	13	17	11	10	10	5	4	4	0	0	1	0	0	0	0	0
0	0	0	2	2	8	6	14	16	7	17	13	6	4	4	0	1	0	0	0	0	0	0
0	1	1	2	4	9	19	9	14	12	11	3	3	4	4	3	0	0	0	0	1	0	0
0	0	0	5	6	5	8	12	10	10	15	11	7	3	3	2	1	1	1	0	0	0	0
0	0	0	1	6	1	8	20	13	12	17	9	3	4	5	1	0	0	0	0	0	0	0
0	0	0	2	3	4	12	8	16	14	11	10	10	3	3	2	1	0	1	0	0	0	0
0	0	2	3	2	3	12	18	9	6	11	10	10	5	5	3	1	0	0	0	0	0	0
0	0	0	2	1	8	11	14	13	15	11	10	6	5	2	1	1	0	0	0	0	0	0
0	1	0	1	1	4	12	6	15	15	17	14	7	5	1	1	0	0	0	0	0	0	0
0	0	1	1	3	6	5	17	14	16	9	6	11	2	2	3	2	2	0	0	0	0	0
0	0	1	0	2	12	10	10	12	10	16	10	6	4	4	3	0	0	0	0	0	0	0
0	0	0	1	3	8	11	13	15	16	8	10	7	4	3	1	0	0	0	0	0	0	0
0	0	1	2	5	5	13	9	16	20	4	8	6	5	3	1	1	0	1	0	0	0	0
0	0	2	1	5	4	7	14	10	7	11	13	11	10	1	0	2	1	0	0	1	0	0
0	0	2	1	3	11	1	19	19	11	9	11	10	0	2	1	0	0	0	0	0	0	0
0	0	1	0	8	7	9	13	11	10	16	14	8	2	0	1	0	0	0	0	0	0	0
0	0	1	1	0	5	9	13	10	18	12	14	4	7	1	3	1	1	0	0	0	0	0
0	0	0	0	1	8	15	16	16	18	7	3	6	6	0	2	2	0	0	0	0	0	0
0	1	0	0	2	15	10	9	17	11	8	8	5	7	2	5	0	0	0	0	0	0	0
0	1	1	0	3	8	5	8	13	17	9	9	14	3	3	2	1	2	0	0	0	0	1
0	0	0	1	5	6	8	13	15	11	16	11	4	5	4	1	0	0	0	0	0	0	0
0	0	0	1	3	12	6	9	11	12	17	5	7	7	0	4	3	1	2	0	0	0	0
0	0	3	1	5	8	10	9	14	9	12	13	7	5	2	2	0	0	0	0	0	0	0
0	0	1	2	6	6	7	9	14	12	13	9	5	7	3	4	1	1	0	0	0	0	0
0	0	0	4	3	8	6	14	12	7	11	12	14	5	3	1	0	0	0	0	0	0	0
0	1	0	2	4	2	7	16	13	17	16	4	6	7	1	2	2	0	0	0	0	0	0
0	0	0	1	3	4	5	15	13	13	14	14	9	2	4	1	0	1	1	0	0	0	0
0	0	1	5	4	8	9	14	6	11	11	10	7	3	4	3	1	1	2	0	0	0	0
0	1	0	1	1	10	8	6	22	16	9	11	7	1	5	2	0	0	0	0	0	0	0
0	0	0	2	4	3	8	11	13	20	11	13	9	1	4	1	0	0	0	0	0	0	0
0	1	1	1	6	9	10	11	4	16	14	4	6	8	5	3	0	0	1	0	0	0	0
0	1	0	1	3	5	10	12	14	14	11	11	6	4	6	1	1	0	0	0	0	0	0
0	0	0	1	4	8	8	10	15	13	13	7	11	4	2	2	2	0	0	0	0	0	0
0	0	1	3	3	3	8	12	13	14	16	7	4	9	4	0	3	0	0	0	0	0	0
0	1	1	2	5	10	10	15	10	13	8	7	6	6	5	1	0	0	0	0	0	0	0
1	0	1	0	2	3	12	14	15	14	8	8	8	4	7	2	1	0	0	0	0	0	0
0	0	0	0	3	3	15	13	15	15	9	8	6	5	5	2	1	0	0	0	0	0	0
0	0	1	3	4	10	12	8	10	17	9	7	5	6	4	1	1	1	1	0	0	0	0
0	0	1	3	3	5	9	17	17	13	12	3	6	6	1	3	1	0	0	0	0	0	0
0	0	0	0	3	7	12	13	11	13	13	12	6	5	4	1	0	0	0	0	0	0	0
0	0	0	2	0	7	6	15	13	20	15	7	5	6	4	0	0	0	0	0	0	0	0
0	0	1	4	1	2	8	9	18	15	7	15	9	5	4	1	1	0	0	0	0	0	0
0	0	0	1	2	9	5	17	12	12	17	10	1	5	1	2	3	1	1	0	1	0	0
0	0	0	1	2	10	6	11	17	17	10	8	5	5	4	2	1	1	0	0	0	0	0
0	1	1	2	3	7	10	17	15	21	9	6	4	2	0	1	0	1	0	0	0	0	0
0	0	0	0	3	3	15	15	11	12	9	14	4	1	5	4	3	1	0	0	0	0	0
